Nitrogen,Phosphorus,Potassium,Temperature,Rainfall,pH,Soil_color,Crop,Fertilizer
65,40,60,20,900,6,Dark Brown,Wheat,Urea
70,40,60,20,900,6,Dark Brown,Wheat,Urea
75,40,60,20,900,6,Dark Brown,Wheat,Urea
80,40,60,20,900,6,Dark Brown,Wheat,Urea
85,40,60,20,900,6,Dark Brown,Wheat,Urea
90,40,60,20,900,6,Dark Brown,Wheat,19:19:19 NPK
95,40,60,20,900,6,Dark Brown,Wheat,19:19:19 NPK
100,40,60,20,900,6,Dark Brown,Wheat,19:19:19 NPK
60,45,40,25,1000,6.5,Dark Brown,Wheat,19:19:19 NPK
65,45,40,25,1000,6.5,Dark Brown,Wheat,19:19:19 NPK
70,45,40,25,1000,6.5,Dark Brown,Wheat,19:19:19 NPK
75,45,40,25,1000,6.5,Dark Brown,Wheat,19:19:19 NPK
80,45,40,25,1000,6.5,Dark Brown,Wheat,19:19:19 NPK
85,45,40,25,1000,6.5,Dark Brown,Wheat,19:19:19 NPK
90,45,40,25,1000,6.5,Dark Brown,Wheat,19:19:19 NPK
95,45,40,25,1000,6.5,Dark Brown,Wheat,19:19:19 NPK
100,45,40,25,1000,6.5,Dark Brown,Wheat,19:19:19 NPK
60,50,45,15,500,7,Dark Brown,Wheat,19:19:19 NPK
65,50,45,15,500,7,Dark Brown,Wheat,19:19:19 NPK
70,50,45,15,500,7,Dark Brown,Wheat,19:19:19 NPK
75,50,45,15,500,7,Dark Brown,Wheat,19:19:19 NPK
80,50,45,15,500,7,Dark Brown,Wheat,19:19:19 NPK
85,50,45,15,500,7,Dark Brown,Wheat,19:19:19 NPK
90,50,45,15,500,7,Dark Brown,Wheat,19:19:19 NPK
95,50,45,15,500,7,Dark Brown,Wheat,19:19:19 NPK
100,50,45,15,500,7,Dark Brown,Wheat,19:19:19 NPK
60,55,50,20,600,7.5,Dark Brown,Wheat,19:19:19 NPK
65,55,50,20,600,7.5,Dark Brown,Wheat,19:19:19 NPK
70,55,50,20,600,7.5,Dark Brown,Wheat,19:19:19 NPK
75,55,50,20,600,7.5,Dark Brown,Wheat,19:19:19 NPK
80,55,50,20,600,7.5,Dark Brown,Wheat,Urea
85,55,50,20,600,7.5,Dark Brown,Wheat,Urea
90,55,50,20,600,7.5,Dark Brown,Wheat,Urea
95,55,50,20,600,7.5,Dark Brown,Wheat,Urea
100,55,50,20,600,7.5,Dark Brown,Wheat,Urea
60,60,55,25,700,6,Dark Brown,Wheat,Urea
65,60,55,25,700,6,Dark Brown,Wheat,Urea
70,60,55,25,700,6,Dark Brown,Wheat,Urea
75,60,55,25,700,6,Dark Brown,Wheat,Urea
80,60,55,25,700,6,Dark Brown,Wheat,Urea
85,60,55,25,700,6,Dark Brown,Wheat,Urea
90,60,55,25,700,6,Dark Brown,Wheat,Urea
95,60,55,25,700,6,Dark Brown,Wheat,Urea
100,60,55,25,700,6,Dark Brown,Wheat,Urea
20,30,20,25,500,6,Black,Groundnut,Chilated Micronutrient
25,30,20,25,500,6,Black,Groundnut,Chilated Micronutrient
30,30,20,25,500,6,Black,Groundnut,Chilated Micronutrient
20,35,25,30,600,6.5,Black,Groundnut,Chilated Micronutrient
25,35,25,30,600,6.5,Black,Groundnut,Chilated Micronutrient
30,35,25,30,600,6.5,Black,Groundnut,Chilated Micronutrient
20,40,20,25,500,7,Black,Groundnut,Chilated Micronutrient
25,40,20,25,500,7,Black,Groundnut,Chilated Micronutrient
30,40,20,25,500,7,Black,Groundnut,Chilated Micronutrient
20,30,25,30,600,7.5,Black,Groundnut,SSP
25,30,25,30,600,7.5,Black,Groundnut,SSP
30,30,25,30,600,7.5,Black,Groundnut,SSP
20,35,20,25,500,6,Black,Groundnut,SSP
25,35,20,25,500,6,Black,Groundnut,SSP
30,35,20,25,500,6,Black,Groundnut,SSP
20,40,25,30,600,6.5,Black,Groundnut,SSP
25,40,25,30,600,6.5,Black,Groundnut,SSP
30,40,25,30,600,6.5,Black,Groundnut,SSP
50,25,30,25,500,6,Black,Groundnut,Chilated Micronutrient
55,25,30,25,500,6,Black,Groundnut,Chilated Micronutrient
60,25,30,25,500,6,Black,Groundnut,Chilated Micronutrient
50,30,35,30,600,6.5,Black,Groundnut,Chilated Micronutrient
55,30,35,30,600,6.5,Black,Groundnut,Chilated Micronutrient
60,30,35,30,600,6.5,Black,Groundnut,Chilated Micronutrient
50,25,40,25,500,7,Black,Groundnut,Chilated Micronutrient
55,25,40,25,500,7,Black,Groundnut,Chilated Micronutrient
60,25,40,25,500,7,Black,Groundnut,Chilated Micronutrient
50,30,30,30,600,7.5,Black,Groundnut,SSP
55,30,30,30,600,7.5,Black,Groundnut,SSP
60,30,30,30,600,7.5,Black,Groundnut,SSP
50,25,35,25,500,6,Black,Groundnut,SSP
55,25,35,25,500,6,Black,Groundnut,SSP
60,25,35,25,500,6,Black,Groundnut,SSP
50,30,40,30,600,6.5,Black,Groundnut,SSP
55,30,40,30,600,6.5,Black,Groundnut,SSP
60,30,40,30,600,6.5,Black,Groundnut,SSP
40,20,20,25,500,5.5,Black,Groundnut,Chilated Micronutrient
45,20,20,25,500,5.5,Black,Groundnut,Chilated Micronutrient
50,20,20,25,500,5.5,Black,Groundnut,Chilated Micronutrient
40,30,30,30,600,6,Black,Groundnut,Chilated Micronutrient
45,30,30,30,600,6,Black,Groundnut,Chilated Micronutrient
50,30,30,30,600,6,Black,Groundnut,Chilated Micronutrient
40,20,30,25,500,6.5,Black,Groundnut,Chilated Micronutrient
45,20,30,25,500,6.5,Black,Groundnut,Chilated Micronutrient
50,20,30,25,500,6.5,Black,Groundnut,Chilated Micronutrient
40,30,20,30,600,7,Black,Groundnut,SSP
45,30,20,30,600,7,Black,Groundnut,SSP
50,30,20,30,600,7,Black,Groundnut,SSP
120,60,40,20,500,6,Dark Brown,Maize,Urea
125,60,40,20,500,6,Dark Brown,Maize,Urea
130,60,40,20,500,6,Dark Brown,Maize,Urea
135,60,40,20,500,6,Dark Brown,Maize,Urea
140,60,40,20,500,6,Dark Brown,Maize,Urea
145,60,40,20,500,6,Dark Brown,Maize,Urea
150,60,40,20,500,6,Dark Brown,Maize,Urea
120,65,45,25,600,6.5,Dark Brown,Maize,Urea
125,65,45,25,600,6.5,Dark Brown,Maize,Urea
130,65,45,25,600,6.5,Dark Brown,Maize,Urea
135,65,45,25,600,6.5,Dark Brown,Maize,Urea
140,65,45,25,600,6.5,Dark Brown,Maize,Urea
145,65,45,25,600,6.5,Dark Brown,Maize,Urea
150,65,45,25,600,6.5,Dark Brown,Maize,Urea
120,70,50,30,700,7,Dark Brown,Maize,Urea
125,70,50,30,700,7,Dark Brown,Maize,Urea
130,70,50,30,700,7,Dark Brown,Maize,Urea
135,70,50,30,700,7,Dark Brown,Maize,Urea
140,70,50,30,700,7,Dark Brown,Maize,Urea
145,70,50,30,700,7,Dark Brown,Maize,Urea
150,70,50,30,700,7,Dark Brown,Maize,Urea
120,75,55,20,500,7.5,Dark Brown,Maize,Urea
125,75,55,20,500,7.5,Dark Brown,Maize,Urea
130,75,55,20,500,7.5,Dark Brown,Maize,Urea
135,75,55,20,500,7.5,Dark Brown,Maize,Urea
140,75,55,20,500,7.5,Dark Brown,Maize,Urea
145,75,55,20,500,7.5,Dark Brown,Maize,Urea
150,75,55,20,500,7.5,Dark Brown,Maize,Urea
120,80,60,25,600,6,Dark Brown,Maize,Urea
125,80,60,25,600,6,Dark Brown,Maize,Urea
130,80,60,25,600,6,Dark Brown,Maize,Urea
135,80,60,25,600,6,Dark Brown,Maize,Urea
140,80,60,25,600,6,Dark Brown,Maize,Urea
145,80,60,25,600,6,Dark Brown,Maize,Urea
150,80,60,25,600,6,Dark Brown,Maize,Urea
120,60,45,30,700,6.5,Dark Brown,Maize,SSP
125,60,45,30,700,6.5,Dark Brown,Maize,SSP
130,60,45,30,700,6.5,Dark Brown,Maize,SSP
135,60,45,30,700,6.5,Dark Brown,Maize,SSP
140,60,45,30,700,6.5,Dark Brown,Maize,SSP
145,60,45,30,700,6.5,Dark Brown,Maize,SSP
150,60,45,30,700,6.5,Dark Brown,Maize,SSP
120,65,50,20,500,7,Dark Brown,Maize,SSP
125,65,50,20,500,7,Dark Brown,Maize,SSP
130,65,50,20,500,7,Dark Brown,Maize,SSP
135,65,50,20,500,7,Dark Brown,Maize,SSP
140,65,50,20,500,7,Dark Brown,Maize,SSP
145,65,50,20,500,7,Dark Brown,Maize,SSP
150,65,50,20,500,7,Dark Brown,Maize,SSP
120,70,55,25,600,7.5,Dark Brown,Maize,SSP
125,70,55,25,600,7.5,Dark Brown,Maize,SSP
130,70,55,25,600,7.5,Dark Brown,Maize,SSP
135,70,55,25,600,7.5,Dark Brown,Maize,SSP
140,70,55,25,600,7.5,Dark Brown,Maize,SSP
145,70,55,25,600,7.5,Dark Brown,Maize,SSP
150,70,55,25,600,7.5,Dark Brown,Maize,SSP
120,75,60,30,700,6,Dark Brown,Maize,SSP
125,75,60,30,700,6,Dark Brown,Maize,SSP
130,75,60,30,700,6,Dark Brown,Maize,SSP
135,75,60,30,700,6,Dark Brown,Maize,SSP
140,75,60,30,700,6,Dark Brown,Maize,SSP
145,75,60,30,700,6,Dark Brown,Maize,SSP
150,75,60,30,700,6,Dark Brown,Maize,SSP
120,80,40,20,500,6.5,Dark Brown,Maize,SSP
125,80,40,20,500,6.5,Dark Brown,Maize,SSP
130,80,40,20,500,6.5,Dark Brown,Maize,SSP
135,80,40,20,500,6.5,Dark Brown,Maize,SSP
140,80,40,20,500,6.5,Dark Brown,Maize,SSP
145,80,40,20,500,6.5,Dark Brown,Maize,SSP
150,80,40,20,500,6.5,Dark Brown,Maize,SSP
120,60,50,25,600,7,Dark Brown,Maize,MOP
125,60,50,25,600,7,Dark Brown,Maize,MOP
130,60,50,25,600,7,Dark Brown,Maize,MOP
135,60,50,25,600,7,Dark Brown,Maize,MOP
140,60,50,25,600,7,Dark Brown,Maize,MOP
145,60,50,25,600,7,Dark Brown,Maize,MOP
150,60,50,25,600,7,Dark Brown,Maize,MOP
120,65,55,30,700,7.5,Dark Brown,Maize,MOP
125,65,55,30,700,7.5,Dark Brown,Maize,MOP
130,65,55,30,700,7.5,Dark Brown,Maize,MOP
135,65,55,30,700,7.5,Dark Brown,Maize,MOP
140,65,55,30,700,7.5,Dark Brown,Maize,MOP
145,65,55,30,700,7.5,Dark Brown,Maize,MOP
150,65,55,30,700,7.5,Dark Brown,Maize,MOP
120,70,60,20,500,6,Dark Brown,Maize,MOP
125,70,60,20,500,6,Dark Brown,Maize,MOP
130,70,60,20,500,6,Dark Brown,Maize,MOP
135,70,60,20,500,6,Dark Brown,Maize,MOP
140,70,60,20,500,6,Dark Brown,Maize,MOP
145,70,60,20,500,6,Dark Brown,Maize,MOP
150,70,60,20,500,6,Dark Brown,Maize,MOP
120,75,40,25,600,6.5,Dark Brown,Maize,MOP
125,75,40,25,600,6.5,Dark Brown,Maize,MOP
130,75,40,25,600,6.5,Dark Brown,Maize,MOP
135,75,40,25,600,6.5,Dark Brown,Maize,MOP
140,75,40,25,600,6.5,Dark Brown,Maize,MOP
145,75,40,25,600,6.5,Dark Brown,Maize,MOP
150,75,40,25,600,6.5,Dark Brown,Maize,MOP
120,80,45,30,700,7,Dark Brown,Maize,MOP
125,80,45,30,700,7,Dark Brown,Maize,MOP
130,80,45,30,700,7,Dark Brown,Maize,MOP
135,80,45,30,700,7,Dark Brown,Maize,MOP
140,80,45,30,700,7,Dark Brown,Maize,MOP
145,80,45,30,700,7,Dark Brown,Maize,MOP
150,80,45,30,700,7,Dark Brown,Maize,MOP
120,60,55,20,500,7.5,Dark Brown,Maize,Urea
125,60,55,20,500,7.5,Dark Brown,Maize,Urea
130,60,55,20,500,7.5,Dark Brown,Maize,Urea
135,60,55,20,500,7.5,Dark Brown,Maize,Urea
140,60,55,20,500,7.5,Dark Brown,Maize,Urea
145,60,55,20,500,7.5,Dark Brown,Maize,Urea
150,60,55,20,500,7.5,Dark Brown,Maize,Urea
120,65,60,25,600,6,Dark Brown,Maize,Urea
125,65,60,25,600,6,Dark Brown,Maize,Urea
130,65,60,25,600,6,Dark Brown,Maize,Urea
135,65,60,25,600,6,Dark Brown,Maize,Urea
140,65,60,25,600,6,Dark Brown,Maize,Urea
145,65,60,25,600,6,Dark Brown,Maize,Urea
150,65,60,25,600,6,Dark Brown,Maize,Urea
120,70,40,30,700,6.5,Dark Brown,Maize,Urea
125,70,40,30,700,6.5,Dark Brown,Maize,Urea
130,70,40,30,700,6.5,Dark Brown,Maize,Urea
135,70,40,30,700,6.5,Dark Brown,Maize,Urea
140,70,40,30,700,6.5,Dark Brown,Maize,Urea
145,70,40,30,700,6.5,Dark Brown,Maize,Urea
150,70,40,30,700,6.5,Dark Brown,Maize,Urea
120,75,45,20,500,7,Dark Brown,Maize,Urea
125,75,45,20,500,7,Dark Brown,Maize,Urea
130,75,45,20,500,7,Dark Brown,Maize,Urea
135,75,45,20,500,7,Dark Brown,Maize,Urea
140,75,45,20,500,7,Dark Brown,Maize,Urea
145,75,45,20,500,7,Dark Brown,Maize,Urea
150,75,45,20,500,7,Dark Brown,Maize,Urea
120,80,50,25,600,7.5,Dark Brown,Maize,Urea
125,80,50,25,600,7.5,Dark Brown,Maize,Urea
130,80,50,25,600,7.5,Dark Brown,Maize,Urea
135,80,50,25,600,7.5,Dark Brown,Maize,Urea
140,80,50,25,600,7.5,Dark Brown,Maize,Urea
145,80,50,25,600,7.5,Dark Brown,Maize,Urea
150,80,50,25,600,7.5,Dark Brown,Maize,Urea
120,60,60,30,700,6,Dark Brown,Maize,SSP
125,60,60,30,700,6,Dark Brown,Maize,SSP
130,60,60,30,700,6,Dark Brown,Maize,SSP
135,60,60,30,700,6,Dark Brown,Maize,SSP
140,60,60,30,700,6,Dark Brown,Maize,SSP
145,60,60,30,700,6,Dark Brown,Maize,SSP
150,60,60,30,700,6,Dark Brown,Maize,SSP
120,65,40,20,500,6.5,Dark Brown,Maize,SSP
125,65,40,20,500,6.5,Dark Brown,Maize,SSP
130,65,40,20,500,6.5,Dark Brown,Maize,SSP
135,65,40,20,500,6.5,Dark Brown,Maize,SSP
140,65,40,20,500,6.5,Dark Brown,Maize,SSP
145,65,40,20,500,6.5,Dark Brown,Maize,SSP
150,65,40,20,500,6.5,Dark Brown,Maize,SSP
120,70,45,25,600,7,Dark Brown,Maize,SSP
125,70,45,25,600,7,Dark Brown,Maize,SSP
130,70,45,25,600,7,Dark Brown,Maize,SSP
135,70,45,25,600,7,Dark Brown,Maize,SSP
140,70,45,25,600,7,Dark Brown,Maize,SSP
145,70,45,25,600,7,Dark Brown,Maize,SSP
150,70,45,25,600,7,Dark Brown,Maize,SSP
120,75,50,30,700,7.5,Dark Brown,Maize,SSP
125,75,50,30,700,7.5,Dark Brown,Maize,SSP
130,75,50,30,700,7.5,Dark Brown,Maize,SSP
135,75,50,30,700,7.5,Dark Brown,Maize,SSP
140,75,50,30,700,7.5,Dark Brown,Maize,SSP
145,75,50,30,700,7.5,Dark Brown,Maize,SSP
150,75,50,30,700,7.5,Dark Brown,Maize,SSP
120,80,55,20,500,6,Dark Brown,Maize,SSP
125,80,55,20,500,6,Dark Brown,Maize,SSP
130,80,55,20,500,6,Dark Brown,Maize,SSP
135,80,55,20,500,6,Dark Brown,Maize,SSP
140,80,55,20,500,6,Dark Brown,Maize,SSP
145,80,55,20,500,6,Dark Brown,Maize,SSP
150,80,55,20,500,6,Dark Brown,Maize,SSP
40,20,20,20,300,5.5,Red,Tur,Urea
45,20,20,20,300,5.5,Red,Tur,Urea
50,20,20,20,300,5.5,Red,Tur,Urea
40,25,25,25,400,6,Red,Tur,Urea
45,25,25,25,400,6,Red,Tur,Urea
50,25,25,25,400,6,Red,Tur,Urea
40,30,30,30,300,6.5,Red,Tur,Urea
45,30,30,30,300,6.5,Red,Tur,Urea
50,30,30,30,300,6.5,Red,Tur,Urea
40,20,25,20,400,5.5,Red,Tur,MOP
45,20,25,20,400,5.5,Red,Tur,MOP
50,20,25,20,400,5.5,Red,Tur,MOP
40,25,30,25,300,6,Red,Tur,MOP
45,25,30,25,300,6,Red,Tur,MOP
50,25,30,25,300,6,Red,Tur,MOP
40,30,20,30,400,6.5,Red,Tur,MOP
45,30,20,30,400,6.5,Red,Tur,MOP
50,30,20,30,400,6.5,Red,Tur,MOP
40,20,30,20,300,5.5,Red,Tur,SSP
45,20,30,20,300,5.5,Red,Tur,SSP
50,20,30,20,300,5.5,Red,Tur,SSP
40,25,20,25,400,6,Red,Tur,SSP
45,25,20,25,400,6,Red,Tur,SSP
50,25,20,25,400,6,Red,Tur,SSP
40,30,25,30,300,6.5,Red,Tur,SSP
45,30,25,30,300,6.5,Red,Tur,SSP
50,30,25,30,300,6.5,Red,Tur,SSP
20,30,20,20,800,6,Dark Brown,Urad,Urea
25,30,20,20,800,6,Dark Brown,Urad,Urea
30,30,20,20,800,6,Dark Brown,Urad,Urea
20,35,25,25,900,6.5,Dark Brown,Urad,Urea
25,35,25,25,900,6.5,Dark Brown,Urad,Urea
30,35,25,25,900,6.5,Dark Brown,Urad,Urea
20,40,30,20,1000,7,Dark Brown,Urad,Urea
25,40,30,20,1000,7,Dark Brown,Urad,Urea
30,40,30,20,1000,7,Dark Brown,Urad,Urea
20,30,25,25,800,6,Dark Brown,Urad,SSP
25,30,25,25,800,6,Dark Brown,Urad,SSP
30,30,25,25,800,6,Dark Brown,Urad,SSP
20,35,30,20,900,6.5,Dark Brown,Urad,SSP
25,35,30,20,900,6.5,Dark Brown,Urad,SSP
30,35,30,20,900,6.5,Dark Brown,Urad,SSP
20,40,20,25,1000,7,Dark Brown,Urad,SSP
25,40,20,25,1000,7,Dark Brown,Urad,SSP
30,40,20,25,1000,7,Dark Brown,Urad,SSP
20,30,30,20,800,6,Dark Brown,Urad,DAP
25,30,30,20,800,6,Dark Brown,Urad,DAP
30,30,30,20,800,6,Dark Brown,Urad,DAP
20,35,20,25,900,6.5,Dark Brown,Urad,DAP
25,35,20,25,900,6.5,Dark Brown,Urad,DAP
30,35,20,25,900,6.5,Dark Brown,Urad,DAP
20,40,25,20,1000,7,Dark Brown,Urad,DAP
25,40,25,20,1000,7,Dark Brown,Urad,DAP
30,40,25,20,1000,7,Dark Brown,Urad,DAP
20,10,5,25,600,6,Light Brown,Moong,MOP
25,10,5,25,600,6,Light Brown,Moong,MOP
30,10,5,25,600,6,Light Brown,Moong,MOP
20,15,10,30,700,6.5,Light Brown,Moong,MOP
25,15,10,30,700,6.5,Light Brown,Moong,MOP
30,15,10,30,700,6.5,Light Brown,Moong,MOP
20,20,15,35,800,7,Light Brown,Moong,MOP
25,20,15,35,800,7,Light Brown,Moong,MOP
30,20,15,35,800,7,Light Brown,Moong,MOP
20,10,10,25,600,6,Light Brown,Moong,Urea
25,10,10,25,600,6,Light Brown,Moong,Urea
30,10,10,25,600,6,Light Brown,Moong,Urea
20,15,15,30,700,6.5,Light Brown,Moong,Urea
25,15,15,30,700,6.5,Light Brown,Moong,Urea
30,15,15,30,700,6.5,Light Brown,Moong,Urea
20,20,5,35,800,7,Light Brown,Moong,Urea
25,20,5,35,800,7,Light Brown,Moong,Urea
30,20,5,35,800,7,Light Brown,Moong,Urea
20,10,15,25,600,6,Light Brown,Moong,SSP
25,10,15,25,600,6,Light Brown,Moong,SSP
30,10,15,25,600,6,Light Brown,Moong,SSP
20,15,5,30,700,6.5,Light Brown,Moong,SSP
25,15,5,30,700,6.5,Light Brown,Moong,SSP
30,15,5,30,700,6.5,Light Brown,Moong,SSP
20,20,10,35,800,7,Light Brown,Moong,SSP
25,20,10,35,800,7,Light Brown,Moong,SSP
30,20,10,35,800,7,Light Brown,Moong,SSP
40,25,10,20,600,6,Black,Gram,18:46:00 NPK
45,25,10,20,600,6,Black,Gram,18:46:00 NPK
50,25,10,20,600,6,Black,Gram,18:46:00 NPK
40,30,15,25,700,6.5,Black,Gram,18:46:00 NPK
45,30,15,25,700,6.5,Black,Gram,18:46:00 NPK
50,30,15,25,700,6.5,Black,Gram,18:46:00 NPK
40,25,15,20,600,6,Black,Gram,Sulphur
45,25,15,20,600,6,Black,Gram,Sulphur
50,25,15,20,600,6,Black,Gram,Sulphur
40,30,10,25,700,6.5,Black,Gram,Sulphur
45,30,10,25,700,6.5,Black,Gram,Sulphur
50,30,10,25,700,6.5,Black,Gram,Sulphur
40,20,20,20,600,6,Medium Brown,Masoor,Urea
45,20,20,20,600,6,Medium Brown,Masoor,Urea
50,20,20,20,600,6,Medium Brown,Masoor,Urea
40,25,25,25,700,6.5,Medium Brown,Masoor,Urea
45,25,25,25,700,6.5,Medium Brown,Masoor,Urea
50,25,25,25,700,6.5,Medium Brown,Masoor,Urea
40,20,25,20,600,6,Medium Brown,Masoor,DAP
45,20,25,20,600,6,Medium Brown,Masoor,DAP
50,20,25,20,600,6,Medium Brown,Masoor,DAP
40,25,20,25,700,6.5,Medium Brown,Masoor,DAP
45,25,20,25,700,6.5,Medium Brown,Masoor,DAP
50,25,20,25,700,6.5,Medium Brown,Masoor,DAP
100,60,60,10,500,7.5,Black,Cotton,Magnesium Sulphate
105,60,60,10,500,7.5,Black,Cotton,Magnesium Sulphate
110,60,60,10,500,7.5,Black,Cotton,Magnesium Sulphate
115,60,60,10,500,7.5,Black,Cotton,Magnesium Sulphate
120,60,60,10,500,7.5,Black,Cotton,Magnesium Sulphate
100,65,65,15,600,8,Black,Cotton,Magnesium Sulphate
105,65,65,15,600,8,Black,Cotton,Magnesium Sulphate
110,65,65,15,600,8,Black,Cotton,Magnesium Sulphate
115,65,65,15,600,8,Black,Cotton,Magnesium Sulphate
120,65,65,15,600,8,Black,Cotton,Magnesium Sulphate
100,70,70,20,500,8.5,Black,Cotton,Magnesium Sulphate
105,70,70,20,500,8.5,Black,Cotton,Magnesium Sulphate
110,70,70,20,500,8.5,Black,Cotton,Magnesium Sulphate
115,70,70,20,500,8.5,Black,Cotton,Magnesium Sulphate
120,70,70,20,500,8.5,Black,Cotton,Magnesium Sulphate
100,75,75,25,600,7.5,Black,Cotton,Magnesium Sulphate
105,75,75,25,600,7.5,Black,Cotton,Magnesium Sulphate
110,75,75,25,600,7.5,Black,Cotton,Magnesium Sulphate
115,75,75,25,600,7.5,Black,Cotton,Magnesium Sulphate
120,75,75,25,600,7.5,Black,Cotton,Magnesium Sulphate
100,80,80,30,500,8,Black,Cotton,Magnesium Sulphate
105,80,80,30,500,8,Black,Cotton,Magnesium Sulphate
110,80,80,30,500,8,Black,Cotton,Magnesium Sulphate
115,80,80,30,500,8,Black,Cotton,Magnesium Sulphate
120,80,80,30,500,8,Black,Cotton,Magnesium Sulphate
100,60,65,10,600,8.5,Black,Cotton,DAP
105,60,65,10,600,8.5,Black,Cotton,DAP
110,60,65,10,600,8.5,Black,Cotton,DAP
115,60,65,10,600,8.5,Black,Cotton,DAP
120,60,65,10,600,8.5,Black,Cotton,DAP
100,65,70,15,500,7.5,Black,Cotton,DAP
105,65,70,15,500,7.5,Black,Cotton,DAP
110,65,70,15,500,7.5,Black,Cotton,DAP
115,65,70,15,500,7.5,Black,Cotton,DAP
120,65,70,15,500,7.5,Black,Cotton,DAP
100,70,75,20,600,8,Black,Cotton,DAP
105,70,75,20,600,8,Black,Cotton,DAP
110,70,75,20,600,8,Black,Cotton,DAP
115,70,75,20,600,8,Black,Cotton,DAP
120,70,75,20,600,8,Black,Cotton,DAP
100,75,80,25,500,8.5,Black,Cotton,DAP
105,75,80,25,500,8.5,Black,Cotton,DAP
110,75,80,25,500,8.5,Black,Cotton,DAP
115,75,80,25,500,8.5,Black,Cotton,DAP
120,75,80,25,500,8.5,Black,Cotton,DAP
100,80,60,30,600,7.5,Black,Cotton,DAP
105,80,60,30,600,7.5,Black,Cotton,DAP
110,80,60,30,600,7.5,Black,Cotton,DAP
115,80,60,30,600,7.5,Black,Cotton,DAP
120,80,60,30,600,7.5,Black,Cotton,DAP
100,60,70,10,500,8,Black,Cotton,12:32:16 NPK
105,60,70,10,500,8,Black,Cotton,12:32:16 NPK
110,60,70,10,500,8,Black,Cotton,12:32:16 NPK
115,60,70,10,500,8,Black,Cotton,12:32:16 NPK
120,60,70,10,500,8,Black,Cotton,12:32:16 NPK
100,65,75,15,600,8.5,Black,Cotton,12:32:16 NPK
105,65,75,15,600,8.5,Black,Cotton,12:32:16 NPK
110,65,75,15,600,8.5,Black,Cotton,12:32:16 NPK
115,65,75,15,600,8.5,Black,Cotton,12:32:16 NPK
120,65,75,15,600,8.5,Black,Cotton,12:32:16 NPK
100,70,80,20,500,7.5,Black,Cotton,12:32:16 NPK
105,70,80,20,500,7.5,Black,Cotton,12:32:16 NPK
110,70,80,20,500,7.5,Black,Cotton,12:32:16 NPK
115,70,80,20,500,7.5,Black,Cotton,12:32:16 NPK
120,70,80,20,500,7.5,Black,Cotton,12:32:16 NPK
100,75,60,25,600,8,Black,Cotton,12:32:16 NPK
105,75,60,25,600,8,Black,Cotton,12:32:16 NPK
110,75,60,25,600,8,Black,Cotton,12:32:16 NPK
115,75,60,25,600,8,Black,Cotton,12:32:16 NPK
120,75,60,25,600,8,Black,Cotton,12:32:16 NPK
100,80,65,30,500,8.5,Black,Cotton,12:32:16 NPK
105,80,65,30,500,8.5,Black,Cotton,12:32:16 NPK
110,80,65,30,500,8.5,Black,Cotton,12:32:16 NPK
115,80,65,30,500,8.5,Black,Cotton,12:32:16 NPK
120,80,65,30,500,8.5,Black,Cotton,12:32:16 NPK
100,60,75,10,600,7.5,Black,Cotton,Magnesium Sulphate
105,60,75,10,600,7.5,Black,Cotton,Magnesium Sulphate
110,60,75,10,600,7.5,Black,Cotton,Magnesium Sulphate
115,60,75,10,600,7.5,Black,Cotton,Magnesium Sulphate
120,60,75,10,600,7.5,Black,Cotton,Magnesium Sulphate
100,65,80,15,500,8,Black,Cotton,Magnesium Sulphate
105,65,80,15,500,8,Black,Cotton,Magnesium Sulphate
110,65,80,15,500,8,Black,Cotton,Magnesium Sulphate
115,65,80,15,500,8,Black,Cotton,Magnesium Sulphate
120,65,80,15,500,8,Black,Cotton,Magnesium Sulphate
100,70,60,20,600,8.5,Black,Cotton,Magnesium Sulphate
105,70,60,20,600,8.5,Black,Cotton,Magnesium Sulphate
110,70,60,20,600,8.5,Black,Cotton,Magnesium Sulphate
115,70,60,20,600,8.5,Black,Cotton,Magnesium Sulphate
120,70,60,20,600,8.5,Black,Cotton,Magnesium Sulphate
100,75,65,25,500,7.5,Black,Cotton,Magnesium Sulphate
105,75,65,25,500,7.5,Black,Cotton,Magnesium Sulphate
110,75,65,25,500,7.5,Black,Cotton,Magnesium Sulphate
115,75,65,25,500,7.5,Black,Cotton,Magnesium Sulphate
120,75,65,25,500,7.5,Black,Cotton,Magnesium Sulphate
100,80,70,30,600,8,Black,Cotton,Magnesium Sulphate
105,80,70,30,600,8,Black,Cotton,Magnesium Sulphate
110,80,70,30,600,8,Black,Cotton,Magnesium Sulphate
115,80,70,30,600,8,Black,Cotton,Magnesium Sulphate
120,80,70,30,600,8,Black,Cotton,Magnesium Sulphate
100,60,80,10,500,8.5,Black,Cotton,DAP
105,60,80,10,500,8.5,Black,Cotton,DAP
110,60,80,10,500,8.5,Black,Cotton,DAP
115,60,80,10,500,8.5,Black,Cotton,DAP
120,60,80,10,500,8.5,Black,Cotton,DAP
100,65,60,15,600,7.5,Black,Cotton,DAP
105,65,60,15,600,7.5,Black,Cotton,DAP
110,65,60,15,600,7.5,Black,Cotton,DAP
115,65,60,15,600,7.5,Black,Cotton,DAP
120,65,60,15,600,7.5,Black,Cotton,DAP
100,70,65,20,500,8,Black,Cotton,DAP
105,70,65,20,500,8,Black,Cotton,DAP
110,70,65,20,500,8,Black,Cotton,DAP
